"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/USD"
2450499,"1997/02/19","Wed",124.16
2450500,"1997/02/20","Thu",122.82
2450501,"1997/02/21","Fri",123.28
2450504,"1997/02/24","Mon",122.14
2450505,"1997/02/25","Tue",122.16
2450506,"1997/02/26","Wed",121.85
2450507,"1997/02/27","Thu",120.80
2450508,"1997/02/28","Fri",120.82
2450511,"1997/03/03","Mon",121.21
2450512,"1997/03/04","Tue",121.99
2450513,"1997/03/05","Wed",121.50
2450514,"1997/03/06","Thu",121.17
2450515,"1997/03/07","Fri",121.93
2450518,"1997/03/10","Mon",121.76
2450519,"1997/03/11","Tue",121.80
2450520,"1997/03/12","Wed",122.63
2450521,"1997/03/13","Thu",123.25
2450522,"1997/03/14","Fri",123.48
2450525,"1997/03/17","Mon",123.70
2450526,"1997/03/18","Tue",122.45
2450527,"1997/03/19","Wed",122.75
2450528,"1997/03/20","Thu",123.55
2450529,"1997/03/21","Fri",122.88
2450532,"1997/03/24","Mon",122.93
2450533,"1997/03/25","Tue",123.88
2450534,"1997/03/26","Wed",124.25
2450535,"1997/03/27","Thu",123.62
2450539,"1997/03/31","Mon",123.71
2450540,"1997/04/01","Tue",122.67
2450541,"1997/04/02","Wed",122.68
2450542,"1997/04/03","Thu",122.78
2450543,"1997/04/04","Fri",124.17
2450546,"1997/04/07","Mon",125.73
2450547,"1997/04/08","Tue",126.05
2450548,"1997/04/09","Wed",126.95
2450549,"1997/04/10","Thu",125.80
2450550,"1997/04/11","Fri",126.02
2450553,"1997/04/14","Mon",126.45
2450554,"1997/04/15","Tue",126.39
2450555,"1997/04/16","Wed",125.68
2450556,"1997/04/17","Thu",125.88
2450557,"1997/04/18","Fri",125.95
2450560,"1997/04/21","Mon",125.68
2450561,"1997/04/22","Tue",126.29
2450562,"1997/04/23","Wed",126.15
2450563,"1997/04/24","Thu",125.92
2450564,"1997/04/25","Fri",126.04
2450567,"1997/04/28","Mon",126.77
2450568,"1997/04/29","Tue",126.82
2450569,"1997/04/30","Wed",126.89
2450570,"1997/05/01","Thu",126.68
2450571,"1997/05/02","Fri",126.54
2450574,"1997/05/05","Mon",126.71
2450575,"1997/05/06","Tue",125.48
2450576,"1997/05/07","Wed",125.03
2450577,"1997/05/08","Thu",123.82
2450578,"1997/05/09","Fri",119.76
2450581,"1997/05/12","Mon",118.87
2450582,"1997/05/13","Tue",118.76
2450583,"1997/05/14","Wed",118.76
2450584,"1997/05/15","Thu",116.27
2450585,"1997/05/16","Fri",115.51
2450589,"1997/05/20","Tue",113.76
2450590,"1997/05/21","Wed",114.00
2450591,"1997/05/22","Thu",115.94
2450592,"1997/05/23","Fri",115.63
2450595,"1997/05/26","Mon",116.38
2450596,"1997/05/27","Tue",116.64
2450597,"1997/05/28","Wed",115.50
2450598,"1997/05/29","Thu",116.25
2450599,"1997/05/30","Fri",116.43
2450602,"1997/06/02","Mon",116.55
2450603,"1997/06/03","Tue",116.13
2450604,"1997/06/04","Wed",116.29
2450605,"1997/06/05","Thu",115.64
2450606,"1997/06/06","Fri",115.32
2450609,"1997/06/09","Mon",112.63
2450610,"1997/06/10","Tue",112.43
2450611,"1997/06/11","Wed",111.31
2450612,"1997/06/12","Thu",113.96
2450613,"1997/06/13","Fri",114.87
2450616,"1997/06/16","Mon",113.37
2450617,"1997/06/17","Tue",113.30
2450618,"1997/06/18","Wed",113.49
2450619,"1997/06/19","Thu",114.07
2450620,"1997/06/20","Fri",114.62
2450623,"1997/06/23","Mon",115.29
2450624,"1997/06/24","Tue",114.85
2450625,"1997/06/25","Wed",114.05
2450626,"1997/06/26","Thu",113.31
2450627,"1997/06/27","Fri",114.72
2450630,"1997/06/30","Mon",114.61
2450632,"1997/07/02","Wed",114.49
2450633,"1997/07/03","Thu",113.49
2450634,"1997/07/04","Fri",113.85
2450637,"1997/07/07","Mon",112.52
2450638,"1997/07/08","Tue",112.74
2450639,"1997/07/09","Wed",112.99
2450640,"1997/07/10","Thu",113.13
2450641,"1997/07/11","Fri",113.92
2450644,"1997/07/14","Mon",113.76
2450645,"1997/07/15","Tue",115.84
2450646,"1997/07/16","Wed",116.30
2450647,"1997/07/17","Thu",116.10
2450648,"1997/07/18","Fri",115.39
2450651,"1997/07/21","Mon",115.70
2450652,"1997/07/22","Tue",115.53
2450653,"1997/07/23","Wed",115.77
2450654,"1997/07/24","Thu",115.85
2450655,"1997/07/25","Fri",116.77
2450658,"1997/07/28","Mon",117.70
2450659,"1997/07/29","Tue",118.10
2450660,"1997/07/30","Wed",118.25
2450661,"1997/07/31","Thu",118.37
2450662,"1997/08/01","Fri",118.40
2450666,"1997/08/05","Tue",119.17
2450667,"1997/08/06","Wed",118.72
2450668,"1997/08/07","Thu",118.27
2450669,"1997/08/08","Fri",114.91
2450672,"1997/08/11","Mon",115.79
2450673,"1997/08/12","Tue",116.09
2450674,"1997/08/13","Wed",115.70
2450675,"1997/08/14","Thu",117.74
2450676,"1997/08/15","Fri",117.72
2450679,"1997/08/18","Mon",117.74
2450680,"1997/08/19","Tue",118.27
2450681,"1997/08/20","Wed",118.02
2450682,"1997/08/21","Thu",117.75
2450683,"1997/08/22","Fri",117.01
2450686,"1997/08/25","Mon",118.63
2450687,"1997/08/26","Tue",118.30
2450688,"1997/08/27","Wed",118.96
2450689,"1997/08/28","Thu",118.70
2450690,"1997/08/29","Fri",120.74
2450694,"1997/09/02","Tue",121.42
2450695,"1997/09/03","Wed",121.01
2450696,"1997/09/04","Thu",120.78
2450697,"1997/09/05","Fri",120.93
2450700,"1997/09/08","Mon",120.99
2450701,"1997/09/09","Tue",119.03
2450702,"1997/09/10","Wed",119.18
2450703,"1997/09/11","Thu",119.56
2450704,"1997/09/12","Fri",121.05
2450707,"1997/09/15","Mon",120.29
2450708,"1997/09/16","Tue",121.01
2450709,"1997/09/17","Wed",120.84
2450710,"1997/09/18","Thu",121.85
2450711,"1997/09/19","Fri",122.04
2450714,"1997/09/22","Mon",122.11
2450715,"1997/09/23","Tue",121.61
2450716,"1997/09/24","Wed",120.32
2450717,"1997/09/25","Thu",121.19
2450718,"1997/09/26","Fri",120.74
2450721,"1997/09/29","Mon",120.91
2450722,"1997/09/30","Tue",120.70
2450723,"1997/10/01","Wed",120.95
2450724,"1997/10/02","Thu",121.83
2450725,"1997/10/03","Fri",121.91
2450728,"1997/10/06","Mon",121.90
2450729,"1997/10/07","Tue",121.91
2450730,"1997/10/08","Wed",120.92
2450731,"1997/10/09","Thu",121.13
2450732,"1997/10/10","Fri",119.93
2450736,"1997/10/14","Tue",121.65
2450737,"1997/10/15","Wed",121.28
2450738,"1997/10/16","Thu",120.05
2450739,"1997/10/17","Fri",120.20
2450742,"1997/10/20","Mon",121.15
2450743,"1997/10/21","Tue",120.56
2450744,"1997/10/22","Wed",120.65
2450745,"1997/10/23","Thu",121.67
2450746,"1997/10/24","Fri",121.96
2450749,"1997/10/27","Mon",121.87
2450750,"1997/10/28","Tue",119.90
2450751,"1997/10/29","Wed",120.49
2450752,"1997/10/30","Thu",120.46
2450753,"1997/10/31","Fri",120.34
2450756,"1997/11/03","Mon",120.96
2450757,"1997/11/04","Tue",121.74
2450758,"1997/11/05","Wed",122.82
2450759,"1997/11/06","Thu",123.18
2450760,"1997/11/07","Fri",124.18
2450763,"1997/11/10","Mon",124.21
2450765,"1997/11/12","Wed",126.12
2450766,"1997/11/13","Thu",125.82
2450767,"1997/11/14","Fri",126.91
2450770,"1997/11/17","Mon",125.63
2450771,"1997/11/18","Tue",125.93
2450772,"1997/11/19","Wed",127.02
2450773,"1997/11/20","Thu",126.74
2450774,"1997/11/21","Fri",125.82
2450777,"1997/11/24","Mon",126.98
2450778,"1997/11/25","Tue",127.50
2450779,"1997/11/26","Wed",127.44
2450780,"1997/11/27","Thu",126.95
2450781,"1997/11/28","Fri",127.62
2450784,"1997/12/01","Mon",129.16
2450785,"1997/12/02","Tue",128.65
2450786,"1997/12/03","Wed",128.66
2450787,"1997/12/04","Thu",129.31
2450788,"1997/12/05","Fri",130.16
2450791,"1997/12/08","Mon",130.45
2450792,"1997/12/09","Tue",129.65
2450793,"1997/12/10","Wed",128.87
2450794,"1997/12/11","Thu",129.90
2450795,"1997/12/12","Fri",130.46
2450798,"1997/12/15","Mon",131.08
2450799,"1997/12/16","Tue",130.85
2450800,"1997/12/17","Wed",127.15
2450801,"1997/12/18","Thu",128.66
2450802,"1997/12/19","Fri",129.00
2450805,"1997/12/22","Mon",130.29
2450806,"1997/12/23","Tue",129.94
2450807,"1997/12/24","Wed",129.88
2450812,"1997/12/29","Mon",129.89
2450813,"1997/12/30","Tue",130.12
2450814,"1997/12/31","Wed",130.51
2450816,"1998/01/02","Fri",132.44
2450819,"1998/01/05","Mon",133.85
2450820,"1998/01/06","Tue",133.87
2450821,"1998/01/07","Wed",131.69
2450822,"1998/01/08","Thu",132.40
2450823,"1998/01/09","Fri",131.59
2450826,"1998/01/12","Mon",132.81
2450827,"1998/01/13","Tue",131.74
2450828,"1998/01/14","Wed",131.24
2450829,"1998/01/15","Thu",130.37
2450830,"1998/01/16","Fri",129.16
2450833,"1998/01/19","Mon",128.76
2450834,"1998/01/20","Tue",128.72
2450835,"1998/01/21","Wed",127.43
2450836,"1998/01/22","Thu",127.15
2450837,"1998/01/23","Fri",126.02
2450840,"1998/01/26","Mon",126.64
2450841,"1998/01/27","Tue",125.91
2450842,"1998/01/28","Wed",125.25
2450843,"1998/01/29","Thu",125.44
2450844,"1998/01/30","Fri",126.97
2450847,"1998/02/02","Mon",126.64
2450848,"1998/02/03","Tue",125.95
2450849,"1998/02/04","Wed",126.64
2450850,"1998/02/05","Thu",123.63
2450851,"1998/02/06","Fri",124.11
2450854,"1998/02/09","Mon",124.18
2450855,"1998/02/10","Tue",123.40
2450856,"1998/02/11","Wed",123.62
2450857,"1998/02/12","Thu",124.10
2450858,"1998/02/13","Fri",125.37
2450861,"1998/02/16","Mon",125.81
2450862,"1998/02/17","Tue",126.78
2450863,"1998/02/18","Wed",126.30
2450864,"1998/02/19","Thu",126.26
2450865,"1998/02/20","Fri",127.72
2450868,"1998/02/23","Mon",127.86
2450869,"1998/02/24","Tue",128.13
2450870,"1998/02/25","Wed",128.72
2450871,"1998/02/26","Thu",127.82
2450872,"1998/02/27","Fri",126.09
2450875,"1998/03/02","Mon",125.36
2450876,"1998/03/03","Tue",125.97
2450877,"1998/03/04","Wed",126.73
2450878,"1998/03/05","Thu",127.62
2450879,"1998/03/06","Fri",128.23
2450882,"1998/03/09","Mon",127.76
2450883,"1998/03/10","Tue",127.62
2450884,"1998/03/11","Wed",129.25
2450885,"1998/03/12","Thu",129.21
2450886,"1998/03/13","Fri",128.15
2450889,"1998/03/16","Mon",129.44
2450890,"1998/03/17","Tue",129.48
2450891,"1998/03/18","Wed",130.15
2450892,"1998/03/19","Thu",130.43
2450893,"1998/03/20","Fri",130.33
2450896,"1998/03/23","Mon",130.31
2450897,"1998/03/24","Tue",130.19
2450898,"1998/03/25","Wed",128.89
2450899,"1998/03/26","Thu",128.84
2450900,"1998/03/27","Fri",130.06
2450903,"1998/03/30","Mon",132.18
2450904,"1998/03/31","Tue",133.26
2450905,"1998/04/01","Wed",133.58
2450906,"1998/04/02","Thu",133.49
2450907,"1998/04/03","Fri",134.94
2450910,"1998/04/06","Mon",134.70
2450911,"1998/04/07","Tue",133.66
2450912,"1998/04/08","Wed",132.64
2450913,"1998/04/09","Thu",130.14
2450917,"1998/04/13","Mon",129.48
2450918,"1998/04/14","Tue",129.26
2450919,"1998/04/15","Wed",129.43
2450920,"1998/04/16","Thu",131.81
2450921,"1998/04/17","Fri",131.99
2450924,"1998/04/20","Mon",132.21
2450925,"1998/04/21","Tue",131.40
2450926,"1998/04/22","Wed",130.70
2450927,"1998/04/23","Thu",130.17
2450928,"1998/04/24","Fri",130.96
2450931,"1998/04/27","Mon",132.11
2450932,"1998/04/28","Tue",132.23
2450933,"1998/04/29","Wed",131.89
2450934,"1998/04/30","Thu",132.30
2450935,"1998/05/01","Fri",132.99
2450938,"1998/05/04","Mon",132.98
2450939,"1998/05/05","Tue",131.75
2450940,"1998/05/06","Wed",132.72
2450941,"1998/05/07","Thu",133.08
2450942,"1998/05/08","Fri",132.79
2450945,"1998/05/11","Mon",132.72
2450946,"1998/05/12","Tue",133.96
2450947,"1998/05/13","Wed",134.24
2450948,"1998/05/14","Thu",134.18
2450949,"1998/05/15","Fri",134.43
2450953,"1998/05/19","Tue",136.28
2450954,"1998/05/20","Wed",136.00
2450955,"1998/05/21","Thu",135.64
2450956,"1998/05/22","Fri",135.73
2450959,"1998/05/25","Mon",137.24
2450960,"1998/05/26","Tue",137.33
2450961,"1998/05/27","Wed",137.28
2450962,"1998/05/28","Thu",138.87
2450963,"1998/05/29","Fri",138.51
2450966,"1998/06/01","Mon",139.51
2450967,"1998/06/02","Tue",138.87
2450968,"1998/06/03","Wed",138.38
2450969,"1998/06/04","Thu",138.36
2450970,"1998/06/05","Fri",139.69
2450973,"1998/06/08","Mon",140.54
2450974,"1998/06/09","Tue",140.27
2450975,"1998/06/10","Wed",141.43
2450976,"1998/06/11","Thu",143.13
2450977,"1998/06/12","Fri",144.39
2450980,"1998/06/15","Mon",146.19
2450981,"1998/06/16","Tue",144.03
2450982,"1998/06/17","Wed",137.67
2450983,"1998/06/18","Thu",137.63
2450984,"1998/06/19","Fri",133.98
2450987,"1998/06/22","Mon",137.87
2450988,"1998/06/23","Tue",139.17
2450989,"1998/06/24","Wed",140.78
2450990,"1998/06/25","Thu",141.70
2450991,"1998/06/26","Fri",142.93
2450994,"1998/06/29","Mon",141.79
2450995,"1998/06/30","Tue",138.31
2450997,"1998/07/02","Thu",141.67
2450998,"1998/07/03","Fri",139.35
2451001,"1998/07/06","Mon",140.17
2451002,"1998/07/07","Tue",138.81
2451003,"1998/07/08","Wed",139.50
2451004,"1998/07/09","Thu",141.24
2451005,"1998/07/10","Fri",141.04
2451008,"1998/07/13","Mon",140.94
2451009,"1998/07/14","Tue",139.78
2451010,"1998/07/15","Wed",140.61
2451011,"1998/07/16","Thu",140.19
2451012,"1998/07/17","Fri",139.62
2451015,"1998/07/20","Mon",138.92
2451016,"1998/07/21","Tue",140.36
2451017,"1998/07/22","Wed",141.08
2451018,"1998/07/23","Thu",141.49
2451019,"1998/07/24","Fri",140.92
2451022,"1998/07/27","Mon",142.24
2451023,"1998/07/28","Tue",141.75
2451024,"1998/07/29","Wed",142.37
2451025,"1998/07/30","Thu",142.56
2451026,"1998/07/31","Fri",144.60
2451030,"1998/08/04","Tue",144.86
2451031,"1998/08/05","Wed",144.38
2451032,"1998/08/06","Thu",144.49
2451033,"1998/08/07","Fri",146.35
2451036,"1998/08/10","Mon",146.49
2451037,"1998/08/11","Tue",147.11
2451038,"1998/08/12","Wed",145.95
2451039,"1998/08/13","Thu",144.91
2451040,"1998/08/14","Fri",146.31
2451043,"1998/08/17","Mon",145.84
2451044,"1998/08/18","Tue",145.02
2451045,"1998/08/19","Wed",143.83
2451046,"1998/08/20","Thu",142.56
2451047,"1998/08/21","Fri",144.91
2451050,"1998/08/24","Mon",143.96
2451051,"1998/08/25","Tue",144.92
2451052,"1998/08/26","Wed",144.38
2451053,"1998/08/27","Thu",141.90
2451054,"1998/08/28","Fri",142.67
2451057,"1998/08/31","Mon",140.88
2451058,"1998/09/01","Tue",136.13
2451059,"1998/09/02","Wed",137.72
2451060,"1998/09/03","Thu",134.78
2451061,"1998/09/04","Fri",133.95
2451065,"1998/09/08","Tue",132.11
2451066,"1998/09/09","Wed",136.36
2451067,"1998/09/10","Thu",134.34
2451068,"1998/09/11","Fri",131.09
2451071,"1998/09/14","Mon",133.22
2451072,"1998/09/15","Tue",133.07
2451073,"1998/09/16","Wed",134.96
2451074,"1998/09/17","Thu",131.88
2451075,"1998/09/18","Fri",132.64
2451078,"1998/09/21","Mon",133.39
2451079,"1998/09/22","Tue",135.23
2451080,"1998/09/23","Wed",136.44
2451081,"1998/09/24","Thu",135.47
2451082,"1998/09/25","Fri",135.17
2451085,"1998/09/28","Mon",135.64
2451086,"1998/09/29","Tue",133.89
2451087,"1998/09/30","Wed",136.61
2451088,"1998/10/01","Thu",135.69
2451089,"1998/10/02","Fri",135.56
2451092,"1998/10/05","Mon",134.53
2451093,"1998/10/06","Tue",131.17
2451094,"1998/10/07","Wed",123.89
2451095,"1998/10/08","Thu",118.86
2451096,"1998/10/09","Fri",116.81
2451100,"1998/10/13","Tue",118.90
2451101,"1998/10/14","Wed",119.16
2451102,"1998/10/15","Thu",117.48
2451103,"1998/10/16","Fri",115.41
2451106,"1998/10/19","Mon",114.40
2451107,"1998/10/20","Tue",118.07
2451108,"1998/10/21","Wed",116.75
2451109,"1998/10/22","Thu",117.90
2451113,"1998/10/26","Mon",118.75
2451114,"1998/10/27","Tue",118.59
2451115,"1998/10/28","Wed",117.72
2451116,"1998/10/29","Thu",117.12
2451117,"1998/10/30","Fri",116.59
2451120,"1998/11/02","Mon",114.57
2451121,"1998/11/03","Tue",115.53
2451122,"1998/11/04","Wed",116.59
2451123,"1998/11/05","Thu",117.46
2451124,"1998/11/06","Fri",118.72
2451127,"1998/11/09","Mon",122.00
2451128,"1998/11/10","Tue",122.87
2451130,"1998/11/12","Thu",122.78
2451131,"1998/11/13","Fri",122.70
2451134,"1998/11/16","Mon",119.67
2451135,"1998/11/17","Tue",121.32
2451136,"1998/11/18","Wed",121.43
2451138,"1998/11/20","Fri",120.22
2451141,"1998/11/23","Mon",121.20
2451142,"1998/11/24","Tue",120.87
2451143,"1998/11/25","Wed",121.77
2451144,"1998/11/26","Thu",122.36
2451145,"1998/11/27","Fri",123.13
2451148,"1998/11/30","Mon",122.95
2451149,"1998/12/01","Tue",122.25
2451150,"1998/12/02","Wed",120.24
2451151,"1998/12/03","Thu",118.78
2451152,"1998/12/04","Fri",119.28
2451155,"1998/12/07","Mon",119.63
2451156,"1998/12/08","Tue",119.46
2451157,"1998/12/09","Wed",118.06
2451158,"1998/12/10","Thu",117.09
2451159,"1998/12/11","Fri",116.77
2451162,"1998/12/14","Mon",115.10
2451163,"1998/12/15","Tue",116.63
2451164,"1998/12/16","Wed",115.60
2451165,"1998/12/17","Thu",116.31
2451166,"1998/12/18","Fri",115.69
2451169,"1998/12/21","Mon",116.10
2451170,"1998/12/22","Tue",116.83
2451171,"1998/12/23","Wed",116.04
2451172,"1998/12/24","Thu",116.19
2451177,"1998/12/29","Tue",115.43
2451178,"1998/12/30","Wed",114.90
2451179,"1998/12/31","Thu",112.95
2451183,"1999/01/04","Mon",112.15
2451184,"1999/01/05","Tue",111.10
2451185,"1999/01/06","Wed",112.71
2451186,"1999/01/07","Thu",111.65
2451187,"1999/01/08","Fri",111.53
2451190,"1999/01/11","Mon",108.88
2451191,"1999/01/12","Tue",112.10
2451192,"1999/01/13","Wed",113.41
2451193,"1999/01/14","Thu",113.26
2451194,"1999/01/15","Fri",114.14
2451197,"1999/01/18","Mon",114.39
2451198,"1999/01/19","Tue",113.74
2451199,"1999/01/20","Wed",113.35
2451200,"1999/01/21","Thu",113.77
2451201,"1999/01/22","Fri",114.64
2451204,"1999/01/25","Mon",113.79
2451205,"1999/01/26","Tue",114.05
2451206,"1999/01/27","Wed",115.64
2451207,"1999/01/28","Thu",116.31
2451208,"1999/01/29","Fri",115.95
2451211,"1999/02/01","Mon",115.06
2451212,"1999/02/02","Tue",112.11
2451213,"1999/02/03","Wed",112.44
2451214,"1999/02/04","Thu",112.02
2451215,"1999/02/05","Fri",113.14
2451218,"1999/02/08","Mon",114.34
2451219,"1999/02/09","Tue",114.42
2451220,"1999/02/10","Wed",114.44
2451221,"1999/02/11","Thu",114.71
2451222,"1999/02/12","Fri",114.34
2451225,"1999/02/15","Mon",115.62
2451226,"1999/02/16","Tue",118.07
2451227,"1999/02/17","Wed",118.99
2451228,"1999/02/18","Thu",119.82
2451229,"1999/02/19","Fri",120.97
2451232,"1999/02/22","Mon",120.32
2451233,"1999/02/23","Tue",121.38
2451234,"1999/02/24","Wed",121.94
2451235,"1999/02/25","Thu",119.22
2451236,"1999/02/26","Fri",118.60
2451239,"1999/03/01","Mon",119.82
2451240,"1999/03/02","Tue",120.44
2451241,"1999/03/03","Wed",121.67
2451242,"1999/03/04","Thu",123.51
2451243,"1999/03/05","Fri",122.52
2451246,"1999/03/08","Mon",121.73
2451247,"1999/03/09","Tue",121.35
2451248,"1999/03/10","Wed",119.80
2451249,"1999/03/11","Thu",119.69
2451250,"1999/03/12","Fri",119.05
2451253,"1999/03/15","Mon",117.77
2451254,"1999/03/16","Tue",117.76
2451255,"1999/03/17","Wed",118.24
2451256,"1999/03/18","Thu",117.53
2451257,"1999/03/19","Fri",117.01
2451260,"1999/03/22","Mon",118.10
2451261,"1999/03/23","Tue",118.05
2451262,"1999/03/24","Wed",117.31
2451263,"1999/03/25","Thu",117.98
2451264,"1999/03/26","Fri",120.21
2451267,"1999/03/29","Mon",119.76
2451268,"1999/03/30","Tue",120.04
2451269,"1999/03/31","Wed",118.37
2451270,"1999/04/01","Thu",120.16
2451274,"1999/04/05","Mon",121.97
2451275,"1999/04/06","Tue",120.76
2451276,"1999/04/07","Wed",121.31
2451277,"1999/04/08","Thu",120.88
2451278,"1999/04/09","Fri",121.03
2451281,"1999/04/12","Mon",120.11
2451282,"1999/04/13","Tue",120.07
2451283,"1999/04/14","Wed",118.86
2451284,"1999/04/15","Thu",119.05
2451285,"1999/04/16","Fri",117.89
2451288,"1999/04/19","Mon",117.95
2451289,"1999/04/20","Tue",118.21
2451290,"1999/04/21","Wed",119.80
2451291,"1999/04/22","Thu",119.83
2451292,"1999/04/23","Fri",119.26
2451295,"1999/04/26","Mon",119.08
2451296,"1999/04/27","Tue",120.21
2451297,"1999/04/28","Wed",119.17
2451298,"1999/04/29","Thu",119.24
2451299,"1999/04/30","Fri",119.38
2451302,"1999/05/03","Mon",120.17
2451303,"1999/05/04","Tue",121.00
2451304,"1999/05/05","Wed",120.93
2451305,"1999/05/06","Thu",120.73
2451306,"1999/05/07","Fri",120.82
2451309,"1999/05/10","Mon",120.74
2451310,"1999/05/11","Tue",120.91
2451311,"1999/05/12","Wed",120.83
2451312,"1999/05/13","Thu",121.66
2451313,"1999/05/14","Fri",122.70
2451316,"1999/05/17","Mon",123.13
2451317,"1999/05/18","Tue",123.25
2451318,"1999/05/19","Wed",124.44
2451319,"1999/05/20","Thu",124.11
2451320,"1999/05/21","Fri",123.90
2451324,"1999/05/25","Tue",122.88
2451325,"1999/05/26","Wed",122.09
2451326,"1999/05/27","Thu",121.21
2451327,"1999/05/28","Fri",120.85
2451330,"1999/05/31","Mon",121.26
2451331,"1999/06/01","Tue",120.71
2451332,"1999/06/02","Wed",121.12
2451333,"1999/06/03","Thu",121.60
2451334,"1999/06/04","Fri",121.97
2451337,"1999/06/07","Mon",121.33
2451338,"1999/06/08","Tue",119.89
2451339,"1999/06/09","Wed",119.21
2451340,"1999/06/10","Thu",118.81
2451341,"1999/06/11","Fri",118.16
2451344,"1999/06/14","Mon",120.35
2451345,"1999/06/15","Tue",120.63
2451346,"1999/06/16","Wed",120.06
2451347,"1999/06/17","Thu",119.56
2451348,"1999/06/18","Fri",120.51
