"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/USD"
2451894,"2000/12/15","Fri",112.58
2451897,"2000/12/18","Mon",112.08
2451898,"2000/12/19","Tue",112.55
2451899,"2000/12/20","Wed",112.57
2451900,"2000/12/21","Thu",112.15
2451901,"2000/12/22","Fri",112.77
2451906,"2000/12/27","Wed",114.20
2451907,"2000/12/28","Thu",114.61
2451908,"2000/12/29","Fri",114.34
2451912,"2001/01/02","Tue",114.75
2451913,"2001/01/03","Wed",114.25
2451914,"2001/01/04","Thu",115.43
2451915,"2001/01/05","Fri",116.20
2451918,"2001/01/08","Mon",116.06
2451919,"2001/01/09","Tue",116.62
2451920,"2001/01/10","Wed",116.38
2451921,"2001/01/11","Thu",117.55
2451922,"2001/01/12","Fri",117.75
2451925,"2001/01/15","Mon",118.84
2451926,"2001/01/16","Tue",117.26
2451927,"2001/01/17","Wed",118.23
2451928,"2001/01/18","Thu",117.79
2451929,"2001/01/19","Fri",117.21
2451932,"2001/01/22","Mon",116.61
2451933,"2001/01/23","Tue",116.88
2451934,"2001/01/24","Wed",118.16
2451935,"2001/01/25","Thu",116.87
2451936,"2001/01/26","Fri",117.13
2451939,"2001/01/29","Mon",116.62
2451940,"2001/01/30","Tue",115.71
2451941,"2001/01/31","Wed",116.37
2451942,"2001/02/01","Thu",115.35
2451943,"2001/02/02","Fri",115.60
2451946,"2001/02/05","Mon",114.94
2451947,"2001/02/06","Tue",114.84
2451948,"2001/02/07","Wed",116.12
2451949,"2001/02/08","Thu",116.25
2451950,"2001/02/09","Fri",117.56
2451953,"2001/02/12","Mon",117.59
2451954,"2001/02/13","Tue",117.29
2451955,"2001/02/14","Wed",116.62
2451956,"2001/02/15","Thu",115.73
2451957,"2001/02/16","Fri",115.46
2451960,"2001/02/19","Mon",116.09
2451961,"2001/02/20","Tue",115.56
2451962,"2001/02/21","Wed",116.50
2451963,"2001/02/22","Thu",116.52
2451964,"2001/02/23","Fri",116.12
2451967,"2001/02/26","Mon",116.63
2451968,"2001/02/27","Tue",116.21
2451969,"2001/02/28","Wed",117.27
2451970,"2001/03/01","Thu",117.28
2451971,"2001/03/02","Fri",119.02
2451974,"2001/03/05","Mon",119.11
2451975,"2001/03/06","Tue",118.86
2451976,"2001/03/07","Wed",119.89
2451977,"2001/03/08","Thu",119.54
2451978,"2001/03/09","Fri",119.65
2451981,"2001/03/12","Mon",120.59
2451982,"2001/03/13","Tue",120.21
2451983,"2001/03/14","Wed",120.97
2451984,"2001/03/15","Thu",122.23
2451985,"2001/03/16","Fri",122.90
2451988,"2001/03/19","Mon",122.54
2451989,"2001/03/20","Tue",122.70
2451990,"2001/03/21","Wed",123.63
2451991,"2001/03/22","Thu",123.87
2451992,"2001/03/23","Fri",122.57
2451995,"2001/03/26","Mon",122.80
2451996,"2001/03/27","Tue",122.99
2451997,"2001/03/28","Wed",122.61
2451998,"2001/03/29","Thu",123.50
2451999,"2001/03/30","Fri",125.59
2452002,"2001/04/02","Mon",126.70
2452003,"2001/04/03","Tue",125.51
2452004,"2001/04/04","Wed",125.35
2452005,"2001/04/05","Thu",124.31
2452006,"2001/04/06","Fri",124.01
2452009,"2001/04/09","Mon",124.84
2452010,"2001/04/10","Tue",124.50
2452011,"2001/04/11","Wed",124.76
2452012,"2001/04/12","Thu",123.51
2452016,"2001/04/16","Mon",124.57
2452017,"2001/04/17","Tue",123.64
2452018,"2001/04/18","Wed",122.31
2452019,"2001/04/19","Thu",121.83
2452020,"2001/04/20","Fri",122.49
2452023,"2001/04/23","Mon",121.67
2452024,"2001/04/24","Tue",122.10
2452025,"2001/04/25","Wed",122.22
2452026,"2001/04/26","Thu",123.12
2452027,"2001/04/27","Fri",123.73
2452030,"2001/04/30","Mon",123.54
2452031,"2001/05/01","Tue",121.92
2452032,"2001/05/02","Wed",121.69
2452033,"2001/05/03","Thu",121.18
2452034,"2001/05/04","Fri",121.05
2452037,"2001/05/07","Mon",121.28
2452038,"2001/05/08","Tue",121.61
2452039,"2001/05/09","Wed",122.25
2452040,"2001/05/10","Thu",122.73
2452041,"2001/05/11","Fri",122.46
2452044,"2001/05/14","Mon",123.14
2452045,"2001/05/15","Tue",123.24
2452046,"2001/05/16","Wed",123.59
2452047,"2001/05/17","Thu",122.67
2452048,"2001/05/18","Fri",123.63
2452052,"2001/05/22","Tue",122.76
2452053,"2001/05/23","Wed",120.39
2452054,"2001/05/24","Thu",120.13
2452055,"2001/05/25","Fri",120.72
2452058,"2001/05/28","Mon",121.20
2452059,"2001/05/29","Tue",120.10
2452060,"2001/05/30","Wed",120.22
2452061,"2001/05/31","Thu",118.90
2452062,"2001/06/01","Fri",119.13
2452065,"2001/06/04","Mon",119.51
2452066,"2001/06/05","Tue",120.31
2452067,"2001/06/06","Wed",120.33
2452068,"2001/06/07","Thu",119.94
2452069,"2001/06/08","Fri",120.62
2452072,"2001/06/11","Mon",122.07
2452073,"2001/06/12","Tue",121.76
2452074,"2001/06/13","Wed",121.84
2452075,"2001/06/14","Thu",121.42
2452076,"2001/06/15","Fri",122.93
2452079,"2001/06/18","Mon",123.17
2452080,"2001/06/19","Tue",122.93
2452081,"2001/06/20","Wed",123.35
2452082,"2001/06/21","Thu",124.40
2452083,"2001/06/22","Fri",124.20
2452086,"2001/06/25","Mon",123.98
2452087,"2001/06/26","Tue",123.83
2452088,"2001/06/27","Wed",124.23
2452089,"2001/06/28","Thu",124.65
2452090,"2001/06/29","Fri",124.71
2452094,"2001/07/03","Tue",124.48
2452095,"2001/07/04","Wed",124.46
2452096,"2001/07/05","Thu",125.72
2452097,"2001/07/06","Fri",125.81
2452100,"2001/07/09","Mon",125.40
2452101,"2001/07/10","Tue",125.50
2452102,"2001/07/11","Wed",124.07
2452103,"2001/07/12","Thu",124.13
2452104,"2001/07/13","Fri",124.74
2452107,"2001/07/16","Mon",125.48
2452108,"2001/07/17","Tue",124.82
2452109,"2001/07/18","Wed",124.29
2452110,"2001/07/19","Thu",123.63
2452111,"2001/07/20","Fri",122.80
2452114,"2001/07/23","Mon",124.26
2452115,"2001/07/24","Tue",124.04
2452116,"2001/07/25","Wed",123.59
2452117,"2001/07/26","Thu",123.87
2452118,"2001/07/27","Fri",123.26
2452121,"2001/07/30","Mon",125.22
2452122,"2001/07/31","Tue",124.92
2452123,"2001/08/01","Wed",124.86
2452124,"2001/08/02","Thu",123.69
2452125,"2001/08/03","Fri",123.48
2452129,"2001/08/07","Tue",123.81
2452130,"2001/08/08","Wed",123.16
2452131,"2001/08/09","Thu",123.01
2452132,"2001/08/10","Fri",122.04
2452135,"2001/08/13","Mon",122.40
2452136,"2001/08/14","Tue",121.53
2452137,"2001/08/15","Wed",119.92
2452138,"2001/08/16","Thu",120.09
2452139,"2001/08/17","Fri",120.37
2452142,"2001/08/20","Mon",120.66
2452143,"2001/08/21","Tue",119.88
2452144,"2001/08/22","Wed",119.94
2452145,"2001/08/23","Thu",119.84
2452146,"2001/08/24","Fri",120.11
2452149,"2001/08/27","Mon",120.11
2452150,"2001/08/28","Tue",120.51
2452151,"2001/08/29","Wed",119.75
2452152,"2001/08/30","Thu",119.40
2452153,"2001/08/31","Fri",118.78
2452157,"2001/09/04","Tue",119.45
2452158,"2001/09/05","Wed",120.75
2452159,"2001/09/06","Thu",120.90
2452160,"2001/09/07","Fri",120.04
2452163,"2001/09/10","Mon",121.07
2452164,"2001/09/11","Tue",119.09
2452165,"2001/09/12","Wed",119.57
2452166,"2001/09/13","Thu",118.83
2452167,"2001/09/14","Fri",117.44
2452170,"2001/09/17","Mon",117.70
2452171,"2001/09/18","Tue",117.40
2452172,"2001/09/19","Wed",117.35
2452173,"2001/09/20","Thu",115.89
2452174,"2001/09/21","Fri",116.77
2452177,"2001/09/24","Mon",117.46
2452178,"2001/09/25","Tue",117.69
2452179,"2001/09/26","Wed",117.91
2452180,"2001/09/27","Thu",119.64
2452181,"2001/09/28","Fri",119.22
2452184,"2001/10/01","Mon",120.26
2452185,"2001/10/02","Tue",120.74
2452186,"2001/10/03","Wed",120.60
2452187,"2001/10/04","Thu",120.65
2452188,"2001/10/05","Fri",120.34
2452192,"2001/10/09","Tue",120.19
2452193,"2001/10/10","Wed",120.43
2452194,"2001/10/11","Thu",121.59
2452195,"2001/10/12","Fri",120.92
2452198,"2001/10/15","Mon",120.93
2452199,"2001/10/16","Tue",121.27
2452200,"2001/10/17","Wed",121.00
2452201,"2001/10/18","Thu",121.11
2452202,"2001/10/19","Fri",121.17
2452205,"2001/10/22","Mon",122.43
2452206,"2001/10/23","Tue",122.76
2452207,"2001/10/24","Wed",122.87
2452208,"2001/10/25","Thu",122.71
2452209,"2001/10/26","Fri",123.04
2452212,"2001/10/29","Mon",122.06
2452213,"2001/10/30","Tue",122.07
2452214,"2001/10/31","Wed",122.55
2452215,"2001/11/01","Thu",121.84
2452216,"2001/11/02","Fri",121.66
2452219,"2001/11/05","Mon",121.71
2452220,"2001/11/06","Tue",121.15
2452221,"2001/11/07","Wed",120.97
2452222,"2001/11/08","Thu",120.07
2452223,"2001/11/09","Fri",120.23
2452227,"2001/11/13","Tue",121.45
2452228,"2001/11/14","Wed",121.66
2452229,"2001/11/15","Thu",122.43
2452230,"2001/11/16","Fri",122.68
2452233,"2001/11/19","Mon",123.25
2452234,"2001/11/20","Tue",122.62
2452235,"2001/11/21","Wed",123.15
2452236,"2001/11/22","Thu",123.97
2452237,"2001/11/23","Fri",124.43
2452240,"2001/11/26","Mon",124.21
2452241,"2001/11/27","Tue",124.13
2452242,"2001/11/28","Wed",123.25
2452243,"2001/11/29","Thu",123.81
2452244,"2001/11/30","Fri",123.22
2452247,"2001/12/03","Mon",123.89
2452248,"2001/12/04","Tue",124.26
2452249,"2001/12/05","Wed",124.40
2452250,"2001/12/06","Thu",124.79
2452251,"2001/12/07","Fri",125.63
2452254,"2001/12/10","Mon",126.25
2452255,"2001/12/11","Tue",126.22
2452256,"2001/12/12","Wed",126.51
2452257,"2001/12/13","Thu",126.34
2452258,"2001/12/14","Fri",127.36
2452261,"2001/12/17","Mon",127.54
2452262,"2001/12/18","Tue",127.96
2452263,"2001/12/19","Wed",128.18
2452264,"2001/12/20","Thu",128.59
2452265,"2001/12/21","Fri",129.47
2452268,"2001/12/24","Mon",129.90
2452271,"2001/12/27","Thu",131.46
2452272,"2001/12/28","Fri",131.30
2452275,"2001/12/31","Mon",131.00
2452277,"2002/01/02","Wed",132.03
2452278,"2002/01/03","Thu",131.76
2452279,"2002/01/04","Fri",131.01
2452282,"2002/01/07","Mon",130.93
2452283,"2002/01/08","Tue",132.51
2452284,"2002/01/09","Wed",132.56
2452285,"2002/01/10","Thu",132.61
2452286,"2002/01/11","Fri",132.14
2452289,"2002/01/14","Mon",131.82
2452290,"2002/01/15","Tue",131.13
2452291,"2002/01/16","Wed",131.77
2452292,"2002/01/17","Thu",132.06
2452293,"2002/01/18","Fri",132.63
2452296,"2002/01/21","Mon",132.56
2452297,"2002/01/22","Tue",133.92
2452298,"2002/01/23","Wed",134.24
2452299,"2002/01/24","Thu",134.63
2452300,"2002/01/25","Fri",134.46
2452303,"2002/01/28","Mon",133.42
2452304,"2002/01/29","Tue",133.49
2452305,"2002/01/30","Wed",132.89
2452306,"2002/01/31","Thu",133.95
2452307,"2002/02/01","Fri",133.75
2452310,"2002/02/04","Mon",132.67
2452311,"2002/02/05","Tue",133.88
2452312,"2002/02/06","Wed",133.72
2452313,"2002/02/07","Thu",133.58
2452314,"2002/02/08","Fri",134.79
2452317,"2002/02/11","Mon",133.64
2452318,"2002/02/12","Tue",132.80
2452319,"2002/02/13","Wed",133.23
2452320,"2002/02/14","Thu",132.26
2452321,"2002/02/15","Fri",132.79
2452324,"2002/02/18","Mon",132.55
2452325,"2002/02/19","Tue",133.43
2452326,"2002/02/20","Wed",133.75
2452327,"2002/02/21","Thu",134.28
2452328,"2002/02/22","Fri",133.88
2452331,"2002/02/25","Mon",133.88
2452332,"2002/02/26","Tue",134.36
2452333,"2002/02/27","Wed",134.62
2452334,"2002/02/28","Thu",133.98
2452335,"2002/03/01","Fri",133.34
2452338,"2002/03/04","Mon",132.19
2452339,"2002/03/05","Tue",132.32
2452340,"2002/03/06","Wed",130.86
2452341,"2002/03/07","Thu",127.09
2452342,"2002/03/08","Fri",128.21
2452345,"2002/03/11","Mon",128.07
2452346,"2002/03/12","Tue",128.66
2452347,"2002/03/13","Wed",129.37
2452348,"2002/03/14","Thu",128.94
2452349,"2002/03/15","Fri",129.08
2452352,"2002/03/18","Mon",131.28
2452353,"2002/03/19","Tue",132.32
2452354,"2002/03/20","Wed",131.59
2452355,"2002/03/21","Thu",131.89
2452356,"2002/03/22","Fri",132.89
2452359,"2002/03/25","Mon",133.46
2452360,"2002/03/26","Tue",132.76
2452361,"2002/03/27","Wed",132.62
2452362,"2002/03/28","Thu",132.61
2452366,"2002/04/01","Mon",133.32
2452367,"2002/04/02","Tue",133.39
2452368,"2002/04/03","Wed",132.64
2452369,"2002/04/04","Thu",132.32
2452370,"2002/04/05","Fri",131.75
2452373,"2002/04/08","Mon",131.27
2452374,"2002/04/09","Tue",130.98
2452375,"2002/04/10","Wed",130.76
2452376,"2002/04/11","Thu",131.55
2452377,"2002/04/12","Fri",132.10
2452380,"2002/04/15","Mon",131.94
2452381,"2002/04/16","Tue",131.19
2452382,"2002/04/17","Wed",130.67
2452383,"2002/04/18","Thu",129.78
2452384,"2002/04/19","Fri",130.47
2452387,"2002/04/22","Mon",129.95
2452388,"2002/04/23","Tue",129.89
2452389,"2002/04/24","Wed",129.77
2452390,"2002/04/25","Thu",128.35
2452391,"2002/04/26","Fri",128.17
2452394,"2002/04/29","Mon",128.14
2452395,"2002/04/30","Tue",128.45
2452396,"2002/05/01","Wed",127.45
2452397,"2002/05/02","Thu",128.05
2452398,"2002/05/03","Fri",127.20
2452401,"2002/05/06","Mon",127.27
2452402,"2002/05/07","Tue",127.81
2452403,"2002/05/08","Wed",128.66
2452404,"2002/05/09","Thu",128.36
2452405,"2002/05/10","Fri",127.87
2452408,"2002/05/13","Mon",127.67
2452409,"2002/05/14","Tue",128.68
2452410,"2002/05/15","Wed",127.92
2452411,"2002/05/16","Thu",128.17
2452412,"2002/05/17","Fri",126.00
2452416,"2002/05/21","Tue",123.81
2452417,"2002/05/22","Wed",124.15
2452418,"2002/05/23","Thu",124.84
2452419,"2002/05/24","Fri",124.72
2452422,"2002/05/27","Mon",124.78
2452423,"2002/05/28","Tue",124.37
2452424,"2002/05/29","Wed",124.35
2452425,"2002/05/30","Thu",123.05
2452426,"2002/05/31","Fri",124.13
2452429,"2002/06/03","Mon",123.68
2452430,"2002/06/04","Tue",123.35
2452431,"2002/06/05","Wed",124.41
2452432,"2002/06/06","Thu",124.33
2452433,"2002/06/07","Fri",124.46
2452436,"2002/06/10","Mon",124.59
2452437,"2002/06/11","Tue",125.61
2452438,"2002/06/12","Wed",125.63
2452439,"2002/06/13","Thu",125.14
2452440,"2002/06/14","Fri",124.36
2452443,"2002/06/17","Mon",124.35
2452444,"2002/06/18","Tue",124.53
2452445,"2002/06/19","Wed",124.06
2452446,"2002/06/20","Thu",123.32
2452447,"2002/06/21","Fri",121.24
2452450,"2002/06/24","Mon",121.27
2452451,"2002/06/25","Tue",121.89
2452452,"2002/06/26","Wed",119.84
2452453,"2002/06/27","Thu",119.36
2452454,"2002/06/28","Fri",119.85
2452458,"2002/07/02","Tue",120.20
2452459,"2002/07/03","Wed",119.77
2452460,"2002/07/04","Thu",120.17
2452461,"2002/07/05","Fri",120.18
2452464,"2002/07/08","Mon",118.65
2452465,"2002/07/09","Tue",117.80
2452466,"2002/07/10","Wed",117.93
2452467,"2002/07/11","Thu",116.66
2452468,"2002/07/12","Fri",116.69
2452471,"2002/07/15","Mon",116.05
2452472,"2002/07/16","Tue",115.68
2452473,"2002/07/17","Wed",116.23
2452474,"2002/07/18","Thu",117.16
2452475,"2002/07/19","Fri",115.72
2452478,"2002/07/22","Mon",116.21
2452479,"2002/07/23","Tue",117.32
2452480,"2002/07/24","Wed",116.33
2452481,"2002/07/25","Thu",116.87
2452482,"2002/07/26","Fri",118.78
2452485,"2002/07/29","Mon",119.84
2452486,"2002/07/30","Tue",119.89
2452487,"2002/07/31","Wed",119.74
2452488,"2002/08/01","Thu",119.09
2452489,"2002/08/02","Fri",119.04
2452493,"2002/08/06","Tue",121.15
2452494,"2002/08/07","Wed",120.40
2452495,"2002/08/08","Thu",121.07
2452496,"2002/08/09","Fri",120.15
2452499,"2002/08/12","Mon",118.86
2452500,"2002/08/13","Tue",119.06
2452501,"2002/08/14","Wed",116.52
2452502,"2002/08/15","Thu",117.26
2452503,"2002/08/16","Fri",117.55
2452506,"2002/08/19","Mon",118.55
2452507,"2002/08/20","Tue",118.82
2452508,"2002/08/21","Wed",118.53
2452509,"2002/08/22","Thu",119.78
2452510,"2002/08/23","Fri",119.52
2452513,"2002/08/26","Mon",119.55
2452514,"2002/08/27","Tue",118.32
2452515,"2002/08/28","Wed",118.31
2452516,"2002/08/29","Thu",118.34
2452517,"2002/08/30","Fri",118.75
2452521,"2002/09/03","Tue",117.14
2452522,"2002/09/04","Wed",118.00
2452523,"2002/09/05","Thu",118.32
2452524,"2002/09/06","Fri",118.50
2452527,"2002/09/09","Mon",118.86
2452528,"2002/09/10","Tue",119.77
2452529,"2002/09/11","Wed",120.56
2452530,"2002/09/12","Thu",120.62
2452531,"2002/09/13","Fri",121.53
2452534,"2002/09/16","Mon",122.17
2452535,"2002/09/17","Tue",122.63
2452536,"2002/09/18","Wed",121.47
2452537,"2002/09/19","Thu",121.44
2452538,"2002/09/20","Fri",123.17
2452541,"2002/09/23","Mon",123.89
2452542,"2002/09/24","Tue",123.39
2452543,"2002/09/25","Wed",122.70
2452544,"2002/09/26","Thu",122.58
2452545,"2002/09/27","Fri",122.87
2452548,"2002/09/30","Mon",121.73
2452549,"2002/10/01","Tue",122.72
2452550,"2002/10/02","Wed",123.21
2452551,"2002/10/03","Thu",123.05
2452552,"2002/10/04","Fri",123.06
2452555,"2002/10/07","Mon",124.44
2452556,"2002/10/08","Tue",124.25
2452557,"2002/10/09","Wed",123.54
2452558,"2002/10/10","Thu",123.63
2452559,"2002/10/11","Fri",124.03
2452563,"2002/10/15","Tue",124.66
2452564,"2002/10/16","Wed",124.29
2452565,"2002/10/17","Thu",124.84
2452566,"2002/10/18","Fri",125.51
2452569,"2002/10/21","Mon",124.70
2452570,"2002/10/22","Tue",125.08
2452571,"2002/10/23","Wed",124.18
2452572,"2002/10/24","Thu",124.78
2452573,"2002/10/25","Fri",124.12
2452576,"2002/10/28","Mon",123.64
2452577,"2002/10/29","Tue",122.61
2452578,"2002/10/30","Wed",122.91
2452579,"2002/10/31","Thu",122.76
2452580,"2002/11/01","Fri",122.15
2452583,"2002/11/04","Mon",122.45
2452584,"2002/11/05","Tue",121.84
2452585,"2002/11/06","Wed",122.21
2452586,"2002/11/07","Thu",121.24
2452587,"2002/11/08","Fri",119.70
2452591,"2002/11/12","Tue",119.56
2452592,"2002/11/13","Wed",120.26
2452593,"2002/11/14","Thu",120.44
2452594,"2002/11/15","Fri",120.38
2452597,"2002/11/18","Mon",121.14
2452598,"2002/11/19","Tue",121.66
2452599,"2002/11/20","Wed",122.52
2452600,"2002/11/21","Thu",122.89
2452601,"2002/11/22","Fri",122.85
2452604,"2002/11/25","Mon",122.29
2452605,"2002/11/26","Tue",121.88
2452606,"2002/11/27","Wed",122.23
2452607,"2002/11/28","Thu",122.22
2452608,"2002/11/29","Fri",122.72
2452611,"2002/12/02","Mon",124.61
2452612,"2002/12/03","Tue",124.42
2452613,"2002/12/04","Wed",124.83
2452614,"2002/12/05","Thu",124.98
2452615,"2002/12/06","Fri",123.67
2452618,"2002/12/09","Mon",123.34
2452619,"2002/12/10","Tue",123.65
2452620,"2002/12/11","Wed",123.46
2452621,"2002/12/12","Thu",122.73
2452622,"2002/12/13","Fri",120.73
2452625,"2002/12/16","Mon",121.27
2452626,"2002/12/17","Tue",121.24
2452627,"2002/12/18","Wed",121.11
2452628,"2002/12/19","Thu",120.89
2452629,"2002/12/20","Fri",120.52
2452632,"2002/12/23","Mon",120.79
2452633,"2002/12/24","Tue",120.26
2452636,"2002/12/27","Fri",119.92
2452639,"2002/12/30","Mon",118.38
2452640,"2002/12/31","Tue",118.75
2452642,"2003/01/02","Thu",119.86
2452643,"2003/01/03","Fri",119.84
2452646,"2003/01/06","Mon",119.05
2452647,"2003/01/07","Tue",120.16
2452648,"2003/01/08","Wed",119.36
2452649,"2003/01/09","Thu",119.57
2452650,"2003/01/10","Fri",119.45
2452653,"2003/01/13","Mon",119.04
2452654,"2003/01/14","Tue",117.94
2452655,"2003/01/15","Wed",117.90
2452656,"2003/01/16","Thu",117.98
2452657,"2003/01/17","Fri",117.87
2452660,"2003/01/20","Mon",118.14
2452661,"2003/01/21","Tue",118.55
2452662,"2003/01/22","Wed",118.16
2452663,"2003/01/23","Thu",117.84
2452664,"2003/01/24","Fri",117.78
2452667,"2003/01/27","Mon",118.63
2452668,"2003/01/28","Tue",118.66
2452669,"2003/01/29","Wed",118.07
2452670,"2003/01/30","Thu",119.21
2452671,"2003/01/31","Fri",119.96
2452674,"2003/02/03","Mon",120.47
2452675,"2003/02/04","Tue",119.75
2452676,"2003/02/05","Wed",119.79
2452677,"2003/02/06","Thu",119.91
2452678,"2003/02/07","Fri",120.40
2452681,"2003/02/10","Mon",121.26
2452682,"2003/02/11","Tue",121.19
2452683,"2003/02/12","Wed",121.26
2452684,"2003/02/13","Thu",120.49
2452685,"2003/02/14","Fri",120.41
2452688,"2003/02/17","Mon",120.13
2452689,"2003/02/18","Tue",118.93
2452690,"2003/02/19","Wed",118.65
2452691,"2003/02/20","Thu",118.18
2452692,"2003/02/21","Fri",118.78
2452695,"2003/02/24","Mon",117.78
2452696,"2003/02/25","Tue",117.15
2452697,"2003/02/26","Wed",117.18
2452698,"2003/02/27","Thu",117.58
2452699,"2003/02/28","Fri",118.22
2452702,"2003/03/03","Mon",117.93
2452703,"2003/03/04","Tue",117.93
2452704,"2003/03/05","Wed",117.29
2452705,"2003/03/06","Thu",117.23
2452706,"2003/03/07","Fri",116.46
2452709,"2003/03/10","Mon",116.53
2452710,"2003/03/11","Tue",117.07
2452711,"2003/03/12","Wed",117.17
2452712,"2003/03/13","Thu",118.30
2452713,"2003/03/14","Fri",118.58
2452716,"2003/03/17","Mon",118.39
2452717,"2003/03/18","Tue",118.88
2452718,"2003/03/19","Wed",120.14
2452719,"2003/03/20","Thu",120.03
2452720,"2003/03/21","Fri",121.44
2452723,"2003/03/24","Mon",120.69
2452724,"2003/03/25","Tue",120.02
2452725,"2003/03/26","Wed",120.13
2452726,"2003/03/27","Thu",119.77
2452727,"2003/03/28","Fri",120.17
2452730,"2003/03/31","Mon",118.06
2452731,"2003/04/01","Tue",118.24
2452732,"2003/04/02","Wed",119.17
2452733,"2003/04/03","Thu",119.57
2452734,"2003/04/04","Fri",120.04
2452737,"2003/04/07","Mon",120.40
2452738,"2003/04/08","Tue",119.91
2452739,"2003/04/09","Wed",120.53
2452740,"2003/04/10","Thu",119.59
2452741,"2003/04/11","Fri",120.47
2452744,"2003/04/14","Mon",120.30
2452745,"2003/04/15","Tue",120.22
2452746,"2003/04/16","Wed",120.06
2452747,"2003/04/17","Thu",119.30
2452751,"2003/04/21","Mon",120.55
2452752,"2003/04/22","Tue",119.67
2452753,"2003/04/23","Wed",120.33
2452754,"2003/04/24","Thu",119.82
2452755,"2003/04/25","Fri",120.26
2452758,"2003/04/28","Mon",120.33
2452759,"2003/04/29","Tue",120.13
2452760,"2003/04/30","Wed",119.07
2452761,"2003/05/01","Thu",118.54
2452762,"2003/05/02","Fri",119.11
2452765,"2003/05/05","Mon",118.63
2452766,"2003/05/06","Tue",117.90
2452767,"2003/05/07","Wed",116.51
2452768,"2003/05/08","Thu",116.62
2452769,"2003/05/09","Fri",117.21
2452772,"2003/05/12","Mon",116.92
2452773,"2003/05/13","Tue",116.56
2452774,"2003/05/14","Wed",116.17
2452775,"2003/05/15","Thu",115.89
2452776,"2003/05/16","Fri",116.02
2452780,"2003/05/20","Tue",116.76
2452781,"2003/05/21","Wed",117.23
2452782,"2003/05/22","Thu",117.25
2452783,"2003/05/23","Fri",116.86
2452786,"2003/05/26","Mon",116.83
2452787,"2003/05/27","Tue",117.13
2452788,"2003/05/28","Wed",118.72
2452789,"2003/05/29","Thu",118.45
2452790,"2003/05/30","Fri",119.48
2452793,"2003/06/02","Mon",118.53
2452794,"2003/06/03","Tue",119.26
2452795,"2003/06/04","Wed",118.59
2452796,"2003/06/05","Thu",117.61
2452797,"2003/06/06","Fri",118.84
2452800,"2003/06/09","Mon",118.08
2452801,"2003/06/10","Tue",117.69
2452802,"2003/06/11","Wed",117.68
2452803,"2003/06/12","Thu",117.65
2452804,"2003/06/13","Fri",117.47
2452807,"2003/06/16","Mon",117.79
2452808,"2003/06/17","Tue",118.19
2452809,"2003/06/18","Wed",118.41
2452810,"2003/06/19","Thu",118.73
2452811,"2003/06/20","Fri",118.36
2452814,"2003/06/23","Mon",117.57
2452815,"2003/06/24","Tue",117.97
2452816,"2003/06/25","Wed",117.51
2452817,"2003/06/26","Thu",119.35
2452818,"2003/06/27","Fri",119.62
2452821,"2003/06/30","Mon",119.86
2452823,"2003/07/02","Wed",118.63
2452824,"2003/07/03","Thu",118.24
2452825,"2003/07/04","Fri",118.12
2452828,"2003/07/07","Mon",118.09
2452829,"2003/07/08","Tue",118.55
2452830,"2003/07/09","Wed",117.85
2452831,"2003/07/10","Thu",117.69
2452832,"2003/07/11","Fri",117.82
2452835,"2003/07/14","Mon",117.54
2452836,"2003/07/15","Tue",117.26
2452837,"2003/07/16","Wed",118.28
2452838,"2003/07/17","Thu",118.87
2452839,"2003/07/18","Fri",118.38
2452842,"2003/07/21","Mon",118.34
2452843,"2003/07/22","Tue",119.32
2452844,"2003/07/23","Wed",118.75
2452845,"2003/07/24","Thu",119.24
2452846,"2003/07/25","Fri",118.82
2452849,"2003/07/28","Mon",119.42
2452850,"2003/07/29","Tue",119.77
2452851,"2003/07/30","Wed",120.54
2452852,"2003/07/31","Thu",120.43
2452853,"2003/08/01","Fri",119.98
2452857,"2003/08/05","Tue",119.94
2452858,"2003/08/06","Wed",120.29
2452859,"2003/08/07","Thu",119.00
2452860,"2003/08/08","Fri",118.98
2452863,"2003/08/11","Mon",118.34
2452864,"2003/08/12","Tue",118.51
2452865,"2003/08/13","Wed",119.06
2452866,"2003/08/14","Thu",119.13
2452867,"2003/08/15","Fri",119.25
2452870,"2003/08/18","Mon",119.43
2452871,"2003/08/19","Tue",119.28
2452872,"2003/08/20","Wed",118.21
2452873,"2003/08/21","Thu",117.60
2452874,"2003/08/22","Fri",117.56
2452877,"2003/08/25","Mon",117.40
2452878,"2003/08/26","Tue",117.47
2452879,"2003/08/27","Wed",117.74
2452880,"2003/08/28","Thu",117.43
2452881,"2003/08/29","Fri",116.70
2452885,"2003/09/02","Tue",116.12
2452886,"2003/09/03","Wed",116.04
2452887,"2003/09/04","Thu",116.78
2452888,"2003/09/05","Fri",117.06
2452891,"2003/09/08","Mon",116.43
2452892,"2003/09/09","Tue",116.32
2452893,"2003/09/10","Wed",117.12
2452894,"2003/09/11","Thu",117.07
2452895,"2003/09/12","Fri",117.37
2452898,"2003/09/15","Mon",117.40
2452899,"2003/09/16","Tue",116.28
2452900,"2003/09/17","Wed",116.01
2452901,"2003/09/18","Thu",115.26
2452902,"2003/09/19","Fri",113.98
2452905,"2003/09/22","Mon",111.97
2452906,"2003/09/23","Tue",111.65
2452907,"2003/09/24","Wed",111.72
2452908,"2003/09/25","Thu",111.86
